,sigla_uf,populacao_atendida_agua,indice_consumo_agua_per_capita
73569,SC,15880,543.1
73570,SC,5154,113.1
73571,SC,7751,117.6
73572,SC,2300,133.9
73573,SE,3671,90.9
73574,SE,10908,79.1
73575,SE,3879,96.0
73576,TO,1944,138.8
73577,TO,6366,106.8
74566,AC,2714,135.3
74567,AL,6138,82.0
74568,BA,4863,141.4
74569,BA,19372,109.0
74570,BA,7748,114.6
74571,BA,6795,120.1
74572,BA,19067,108.3
74573,BA,21543,101.1
74574,BA,3939,177.6
74575,BA,16672,86.6
74576,BA,9686,75.4
74577,GO,9379,127.4
74578,GO,21087,104.2
74579,GO,2024,173.0
74580,GO,8873,170.4
74581,MA,8768,111.4
74582,MA,5161,136.8
74583,MA,22500,58.0
74584,MG,12993,182.9
74585,MT,4183,90.8
74586,MT,55839,182.7
74587,MT,16352,558.4
74588,PA,27626,105.9
74589,PB,15562,60.1
74590,PB,1777,94.3
74591,PB,2955,84.5
74592,PB,4184,84.7
74593,PI,2921,129.3
74594,PI,3480,135.0
74595,PI,2031,95.4
74596,PR,2917,119.4
74597,PR,3136,105.9
74598,PR,4100,208.5
74599,PR,3048,117.9
74600,PR,10210,106.2
74601,RN,37829,102.8
74602,RO,1295,255.5
74603,RS,61293,141.3
74604,RS,6845,242.6
74605,RS,2139,109.1
74606,RS,2915,46.1
74607,RS,2303,149.0
74608,SC,1516,93.0
74609,SC,8190,114.5
74610,SC,1397,89.6
74611,SC,3272,109.9
74612,TO,3395,120.2
74613,TO,3716,122.2
74614,TO,1302,92.0
74615,TO,16100,153.7
74616,TO,5745,143.0
74617,TO,3696,102.6
75601,AC,5589,127.8
75602,AC,7154,130.5
75603,AL,19451,92.6
75604,AM,60856,420.7
75605,AP,935,206.0
75606,BA,4286,107.0
75607,BA,7601,95.6
75608,BA,9548,88.7
75609,BA,5963,102.1
75610,BA,9495,123.4
75611,BA,3332,112.5
75612,BA,7717,96.3
75613,BA,4131,147.6
75614,CE,6962,142.2
75615,GO,7041,135.3
75616,GO,1465,163.2
75617,MA,1000,141.8
75618,MG,6525,146.7
75619,PA,10732,84.6
75620,PB,4565,100.4
75621,PB,1293,102.7
75622,PB,6296,98.6
75623,PB,2393,52.5
75624,PB,4327,75.2
75625,PE,18010,78.4
75626,PE,4284,132.0
75627,PI,3614,582.8
75628,PI,4418,113.4
75629,PI,3645,126.0
75630,PI,7060,92.0
75631,PI,3102,49.7
75632,PI,4240,107.9
75633,PR,2626,133.1
75634,PR,7613,111.0
75635,PR,2733,92.2
75636,PR,10456,192.6
75637,PR,4449,90.6
75638,PR,5869,133.4
75639,PR,5933,117.5
75640,PR,2717,111.1
75641,PR,11876,153.4
75642,PR,9646,113.8
75643,RO,15774,118.8
75644,RO,1548,114.1
75645,RS,1453,151.3
75646,RS,1676,146.0
75647,RS,553,73.5
75648,RS,11890,165.9
75649,RS,6082,144.7
75650,RS,24451,143.8
75651,RS,1885,174.7
75652,SC,4242,115.5
75653,SC,2789,110.6
75654,SC,1071,86.5
75655,SC,812,414.9
75656,SC,15472,91.6
75657,SC,9573,110.6
75658,SC,29022,173.9
75659,SC,6287,173.4
76672,AC,46566,119.9
76673,AL,14526,72.0
76674,AL,6180,78.0
76675,AP,7088,97.6
76676,BA,5315,114.1
76677,BA,26563,75.1
76678,BA,16918,98.2
76679,BA,6780,92.8
76680,CE,5266,164.5
76681,CE,4830,141.7
76682,GO,13629,131.8
76683,GO,9904,141.8
76684,GO,9454,170.4
76685,MA,33626,119.3
76686,MA,2863,134.5
76687,MA,3879,99.3
76688,MG,1601,154.9
76689,MT,2415,186.7
76690,MT,13739,119.3
76691,MT,2454,179.3
76692,PA,11333,150.5
76693,PB,8083,34.5
76694,PB,2645,88.7
76695,PE,24712,76.9
76696,PE,30939,80.5
76697,PI,11215,113.9
76698,PR,2666,131.2
76699,PR,7252,129.4
76700,RN,3180,93.7
76701,RS,2795,248.4
76702,RS,2746,336.0
76703,RS,1119,162.6
76704,RS,2438,125.6
76705,RS,3351,255.3
76706,RS,1944,162.6
76707,RS,1628,128.4
76708,RS,8899,144.3
76709,RS,2253,115.0
76710,SC,1141,110.3
76711,SC,4900,109.1
76712,SC,4558,104.5
76713,SC,2423,103.4
76714,SC,1400,151.1
76715,SC,8994,107.3
76716,SC,13598,104.3
76717,SC,1966,165.1
76718,SE,19731,71.9
76719,SE,22046,68.8
76720,TO,7242,128.2
76721,TO,2744,117.9
76722,TO,4015,107.5
77676,AL,3274,109.0
77677,BA,12137,98.4
77678,BA,15393,116.2
77679,BA,8959,96.5
77680,BA,11765,103.2
77681,BA,17295,110.0
77682,BA,32000,259.4
77683,CE,10356,122.8
77684,CE,7787,131.8
77685,CE,9579,114.3
77686,CE,20013,180.7
77687,GO,1922,127.6
77688,GO,3280,135.4
77689,MA,18314,86.0
77690,MA,1709,105.4
77691,MA,5757,138.9
77692,MA,4759,85.6
77693,MG,36944,179.9
77694,MG,1999,123.3
77695,MG,5338,117.5
77696,MG,4835,385.4
77697,MS,7863,205.6
77698,MS,16622,156.8
77699,MT,4983,264.0
77700,MT,6989,183.6
77701,MT,2711,552.6
77702,PA,6030,111.5
77703,PA,9154,157.1
77704,PB,3322,68.6
77705,PI,3748,113.5
77706,PI,5283,110.5
77707,PI,14002,134.2
77708,PI,2403,113.7
77709,PR,1686,112.7
77710,PR,1286,115.4
77711,RN,2116,91.2
77712,RN,5382,146.1
77713,RS,2967,149.5
77714,RS,3916,129.7
77715,RS,2667,180.7
77716,RS,16117,150.6
77717,RS,38750,136.9
77718,RS,1667,157.7
77719,SC,16915,398.2
77720,SC,2662,118.0
77721,SC,2000,68.5
77722,SC,4360,107.3
77723,SC,1046,116.4
77724,TO,3639,90.7
78756,AL,7441,79.7
78757,AL,12153,41.2
78758,BA,13263,115.3
78759,BA,5675,121.9
78760,GO,4537,157.1
78761,GO,5924,147.2
78762,GO,3120,79.3
78763,MA,2737,106.4
78764,MA,2965,115.4
78765,MA,2232,147.1
78766,MG,13786,137.2
78767,MG,2278,164.7
78768,MS,4400,187.1
78769,MS,2509,189.0
78770,MT,43785,179.5
78771,MT,10000,216.1
78772,PA,38480,63.4
78773,PB,1046,11.7
78774,PB,1938,109.5
78775,PE,4506,72.3
78776,PE,16714,113.4
78777,PE,7529,93.1
78778,PI,3567,106.2
78779,PI,2150,127.4
78780,PR,5500,112.7
78781,PR,4493,127.5
78782,PR,3661,117.5
78783,PR,2159,113.5
78784,PR,2849,101.7
78785,RN,837,108.6
78786,RN,3824,99.4
78787,RN,4927,156.6
78788,RS,1700,138.3
78789,RS,2768,138.6
78790,RS,25624,171.6
78791,RS,2837,159.9
78792,RS,6293,140.6
78793,RS,1646,536.3
78794,RS,5529,144.6
78795,RS,3885,69.8
78796,RS,2270,160.5
78797,SC,2800,108.5
78798,SC,1169,106.6
78799,SC,3928,98.9
78800,TO,9609,89.4
79785,BA,31115,132.0
79786,BA,7224,93.6
79787,GO,2290,137.5
79788,GO,3114,122.1
79789,GO,1477,184.3
79790,MA,13451,104.0
79791,MA,62980,162.0
79792,MA,4718,178.1
79793,PB,4658,105.7
79794,PB,12152,92.8
79795,PE,15548,95.8
79796,PE,17699,63.7
79797,PE,7004,91.2
79798,PE,46147,105.0
79799,PI,7070,97.7
79800,PI,2382,127.7
79801,PR,3707,152.3
79802,PR,3246,95.9
79803,PR,11706,197.3
79804,RJ,3996,122.5
79805,RN,4828,100.4
79806,RO,11325,162.3
79807,RO,27307,116.0
79808,RS,2925,140.0
79809,RS,15761,132.5
79810,RS,2502,207.0
79811,RS,21091,149.7
79812,RS,1201,232.7
79813,SC,3113,105.2
79814,SC,1400,178.1
79815,SC,1931,99.4
79816,SC,513,131.4
79817,SC,2250,93.8
79818,SC,3210,104.0
79819,SC,1065,86.4
79820,SC,28202,106.0
79821,SE,8637,75.8
79822,TO,2164,112.6
79823,TO,3051,105.1
79824,TO,2290,107.4
80836,AC,6023,125.2
80837,AL,4289,75.1
80838,AL,20742,81.5
80839,BA,6422,159.4
80840,BA,4886,140.7
80841,BA,3600,172.2
80842,BA,6351,98.3
80843,BA,1874,95.4
80844,CE,8074,128.4
80845,GO,1561,172.0
80846,GO,4917,154.9
80847,GO,4509,129.0
80848,GO,9367,117.3
80849,MA,3339,123.8
80850,MA,10164,149.7
80851,MA,5362,93.8
80852,MG,3212,100.8
80853,MG,4259,163.6
80854,MT,2572,182.9
80855,PB,11525,99.0
80856,PB,2952,96.7
80857,PE,8683,77.0
80858,PE,5544,100.0
80859,PE,191,57.5
80860,PI,2239,104.0
80861,PI,3458,118.9
80862,PR,4480,141.5
80863,PR,3196,95.9
80864,RN,6096,96.0
80865,RN,718,147.2
80866,RS,2583,562.2
80867,RS,3849,166.9
80868,RS,10505,157.6
80869,RS,2088,297.2
80870,RS,6576,98.7
80871,RS,2809,164.0
80872,RS,4353,112.7
80873,SC,3159,115.6
80874,SC,3748,110.5
80875,TO,2427,103.8
80876,TO,5123,122.8
80877,TO,1332,110.0
81878,BA,7295,116.8
81879,BA,10544,127.3
81880,BA,3117,133.7
81881,CE,1566,101.3
81882,CE,22221,147.2
81883,GO,1393,178.1
81884,GO,1697,144.6
81885,GO,4827,173.6
81886,GO,3894,164.5
81887,MA,3402,289.3
81888,MA,4589,79.0
81889,MG,1522,123.2
81890,MG,2477,149.6
81891,MG,6201,123.4
81892,MG,4999,128.7
81893,MG,1140,158.6
81894,MG,2500,146.9
81895,MG,3036,168.0
81896,PE,8126,40.8
81897,PI,1040,96.7
81898,PI,2391,86.0
81899,PR,3372,105.4
81900,PR,3571,141.5
81901,PR,5724,118.7
81902,PR,10572,116.8
81903,RN,1129,102.3
81904,RO,1399,125.2
81905,RS,52440,124.5
81906,RS,2181,178.5
81907,RS,1913,135.7
81908,RS,6058,543.2
81909,SC,9425,119.8
81910,SC,3541,118.3
81911,SC,2606,85.1
81912,SC,1293,98.9
81913,SC,6129,347.0
81914,SE,50416,84.9
81915,TO,2418,91.4
81916,TO,1918,119.8
82952,AL,9444,115.7
82953,BA,4737,107.5
82954,BA,5480,76.6
82955,BA,3556,99.3
82956,BA,11439,157.1
82957,BA,35538,118.8
82958,BA,11710,370.8
82959,BA,4938,84.4
82960,CE,8785,135.4
82961,GO,5944,294.0
82962,GO,2624,172.8
82963,GO,9801,186.1
82964,GO,1368,190.4
82965,GO,6360,115.5
82966,GO,5929,147.1
82967,MA,2972,128.9
82968,MG,5777,126.1
82969,MG,3090,151.5
82970,MG,2369,130.4
82971,MT,2000,54.8
82972,PA,28000,50.9
82973,PB,2169,92.9
82974,PI,5913,91.7
82975,PR,2945,93.7
82976,PR,1418,119.0
82977,PR,4043,166.0
82978,RN,3946,96.4
82979,RN,2661,135.6
82980,RN,8163,102.0
82981,RO,698,121.4
82982,RS,2159,160.9
82983,RS,6677,130.2
82984,RS,17521,121.7
82985,RS,1263,125.4
82986,SC,3550,118.9
82987,SC,1188,114.1
82988,SC,18191,117.6
83963,AC,15774,140.9
83964,AL,5910,146.1
83965,AL,58451,131.6
83966,AL,3616,63.8
83967,BA,14686,105.2
83968,BA,5204,126.0
83969,BA,15423,94.7
83970,GO,2580,150.4
83971,GO,1445,239.8
83972,GO,2300,167.8
83973,MA,4231,91.8
83974,MA,2522,133.3
83975,MA,13807,151.9
83976,MA,17000,45.5
83977,MG,11978,153.8
83978,MG,1967,156.6
83979,MG,2494,240.4
83980,MG,4902,142.4
83981,MT,9420,88.7
83982,MT,600,296.8
83983,MT,4093,199.6
83984,MT,26430,198.3
83985,PA,24000,74.9
83986,PA,25741,213.0
83987,PB,1904,67.9
83988,PB,14759,101.6
83989,PB,5752,68.0
83990,PE,21002,97.3
83991,PI,4415,116.6
83992,PI,1939,119.6
83993,PI,2000,117.3
83994,PI,2442,131.3
83995,PI,3080,178.8
83996,PR,4080,128.9
83997,PR,2683,119.9
83998,PR,5373,140.5
83999,PR,2717,112.8
84000,RN,1562,90.7
84001,RN,1214,116.9
84002,RO,2161,145.5
84003,RO,3112,128.1
84004,RO,95599,200.7
84005,RS,2267,78.4
84006,RS,5051,144.2
84007,RS,3163,126.0
84008,RS,5006,149.0
84009,RS,4404,162.4
84010,RS,4427,142.0
84011,SC,1623,97.3
84012,SC,17546,142.5
84013,SC,4913,113.7
84014,SE,13853,246.4
84015,TO,6614,135.8
84016,TO,3276,126.4
84017,TO,4994,101.0
84981,AL,12314,65.5
84982,AM,18000,191.3
84983,BA,4477,158.7
84984,BA,6896,114.6
84985,BA,13814,91.2
84986,CE,4374,162.1
84987,GO,18096,150.7
84988,GO,3511,135.3
84989,GO,4787,139.4
84990,GO,1070,190.5
84991,GO,2259,150.9
84992,GO,951,243.3
84993,MA,8127,384.7
84994,MA,1611,138.2
84995,MG,1717,150.7
84996,MS,3379,204.4
84997,MT,4762,169.7
84998,MT,13152,274.3
84999,MT,8350,291.8
85000,PA,7669,93.0
85001,PB,4519,100.1
85002,PB,5443,84.4
85003,PE,55517,88.8
85004,PE,12672,98.2
85005,PI,9647,128.9
85006,PI,8328,118.3
85007,PI,1597,119.7
85008,PI,5920,129.7
85009,PR,17261,129.9
85010,PR,1716,126.4
85011,PR,7470,135.3
85012,PR,9764,106.0
85013,PR,4879,135.2
85014,RN,4294,78.0
85015,RN,3843,93.8
85016,RR,16041,81.1
85017,RS,9273,237.5
85018,RS,750,135.5
85019,RS,2009,122.4
85020,RS,3894,141.3
85021,RS,2782,163.7
85022,RS,7505,130.6
85023,RS,3480,108.6
85024,RS,13854,161.0
85025,RS,3322,127.8
85026,RS,15285,248.1
85027,SC,1840,124.2
85028,SC,9700,199.4
85029,SC,6983,108.7
85030,TO,3349,121.2
85031,TO,3184,97.6
85032,TO,1036,124.5
85033,TO,5907,127.8
85034,TO,9239,130.8
86004,AL,2160,74.1
86005,BA,5044,116.9
86006,BA,8221,91.1
86007,MA,2504,105.6
86008,MA,18700,90.9
86009,MA,11319,105.9
86010,MG,8151,128.1
86011,MT,3761,363.3
86012,PA,10614,137.1
86013,PB,4271,90.5
86014,PB,4356,84.0
86015,PB,3254,111.3
86016,PB,12103,40.9
86017,PB,5777,87.5
86018,PE,51019,91.7
86019,PE,27681,97.4
86020,PR,4090,117.9
86021,PR,1606,267.0
86022,RJ,51872,116.3
86023,RJ,3048,176.5
86024,RS,1650,100.0
86025,RS,1963,143.6
86026,RS,1303,193.3
86027,RS,6006,188.1
86028,RS,2100,195.7
86029,RS,5253,130.3
86030,SC,1640,94.3
86031,SC,12747,123.5
86032,SC,6159,120.9
86033,SC,1500,102.9
87068,AL,6384,54.1
87069,AM,6717,259.7
87070,AM,11870,481.9
87071,BA,7959,127.3
87072,BA,22733,105.0
87073,BA,10207,119.7
87074,BA,11389,98.9
87075,ES,12875,125.1
87076,GO,6855,138.4
87077,GO,1230,159.7
87078,MA,1058,98.7
87079,MA,5872,113.4
87080,MA,3416,136.6
87081,MA,14432,107.9
87082,MA,15723,142.0
87083,MG,2036,132.5
87084,MG,3220,175.0
87085,MT,7200,279.8
87086,MT,11496,158.6
87087,PA,12694,144.1
87088,PB,14901,95.9
87089,PB,17722,113.4
87090,PB,3666,14.6
87091,PI,3093,112.2
87092,PI,9625,104.5
87093,PI,1208,137.5
87094,PI,2850,119.0
87095,PI,2471,112.3
87096,PR,1322,128.2
87097,PR,2564,101.5
87098,RN,1532,177.0
87099,RN,1902,97.7
87100,RS,710,177.5
87101,RS,2250,180.1
87102,RS,1850,64.4
87103,RS,1726,329.7
87104,RS,4211,114.2
87105,RS,2583,161.9
87106,RS,3278,248.8
87107,SC,8247,122.6
87108,SC,4604,134.4
87109,TO,8161,143.3
87110,TO,2907,124.1
88094,AC,5688,144.0
88095,AL,8030,69.9
88096,AM,96000,95.2
88097,BA,4830,155.3
88098,BA,20059,110.4
88099,BA,4883,106.2
88100,BA,11474,90.1
88101,ES,3575,141.0
88102,GO,4937,137.8
88103,GO,3500,179.9
88104,MA,22513,132.8
88105,MA,6935,165.4
88106,MA,21620,119.2
88107,MA,4135,72.0
88108,MS,2813,212.6
88109,PE,31975,91.5
88110,PE,3867,80.8
88111,PI,1897,85.5
88112,PI,637,126.5
88113,PR,2212,106.2
88114,PR,3766,109.3
88115,RN,3510,97.9
88116,RN,4363,96.9
88117,RN,1540,125.1
88118,RN,5574,86.9
88119,RO,1912,135.6
88120,RO,549,238.2
88121,RO,2505,240.8
88122,RS,6394,147.6
88123,RS,2387,141.0
88124,RS,1996,84.6
88125,RS,1356,169.2
88126,RS,25422,127.4
88127,RS,19045,124.9
88128,RS,5643,115.2
88129,SC,1856,60.6
88130,SC,1563,94.1
88131,SC,5633,101.9
88132,SC,3650,210.2
88133,SC,3856,108.6
88134,SE,12662,72.4
88135,TO,3904,229.6
88136,TO,5827,145.9
88137,TO,3622,106.1
88138,TO,3288,113.9
89145,AC,11896,144.9
89146,AL,2614,109.4
89147,AL,9500,73.3
89148,AL,9305,64.6
89149,BA,19891,91.5
89150,BA,2850,150.2
89151,BA,11162,158.4
89152,BA,4437,124.2
89153,BA,8234,141.3
89154,BA,15089,107.4
89155,BA,2531,125.2
89156,GO,2266,142.5
89157,MA,12859,88.8
89158,MA,3496,390.4
89159,MA,3961,99.0
89160,MG,7009,114.8
89161,MG,2876,109.1
89162,MT,2945,190.9
89163,MT,21973,127.5
89164,MT,1067,253.8
89165,PA,24000,513.7
89166,PB,1917,105.1
89167,PB,3905,60.8
89168,PE,24540,229.2
89169,PI,2780,119.7
89170,PR,3053,116.5
89171,PR,2557,158.8
89172,RN,20217,93.4
89173,RN,2567,105.3
89174,RN,3717,93.2
89175,RN,2632,97.2
89176,RO,11125,156.9
89177,RR,5337,111.0
89178,RS,1519,126.5
89179,RS,7300,243.6
89180,RS,3515,108.9
89181,RS,4166,169.7
89182,RS,4548,147.7
89183,RS,4739,140.6
89184,RS,11734,129.5
89185,RS,1546,149.0
89186,RS,19557,117.8
89187,SC,53503,112.8
89188,SC,9388,108.3
89189,SE,3273,104.0
89190,TO,3829,141.0
90153,AC,14835,103.7
90154,BA,4877,112.6
90155,BA,8999,116.5
90156,BA,2587,126.0
90157,BA,2966,112.1
90158,BA,28023,102.6
90159,BA,6678,111.7
90160,BA,7477,172.6
90161,CE,3973,122.6
90162,CE,11764,138.6
90163,CE,7350,105.5
90164,CE,8412,159.9
90165,ES,6550,162.9
90166,GO,2890,206.0
90167,GO,1577,124.3
90168,GO,2064,149.5
90169,GO,6120,124.6
90170,MA,3096,482.0
90171,MA,7357,103.1
90172,MA,5683,123.5
90173,MA,2183,51.1
90174,MG,3232,173.6
90175,MT,11384,220.9
90176,PE,3482,61.9
90177,PI,221,88.3
90178,PI,8851,115.1
90179,PR,2144,113.9
90180,PR,3511,143.5
90181,PR,5074,96.7
90182,RO,3124,199.7
90183,RS,9385,154.5
90184,RS,2497,158.1
90185,RS,4414,175.5
90186,RS,1219,483.1
90187,RS,2626,110.4
90188,RS,18828,130.2
90189,SC,814,97.1
90190,SC,1812,93.4
90191,SC,13073,110.4
90192,SE,8644,82.1
90193,SE,7850,86.0
90194,TO,5021,115.7
90195,TO,1933,116.2
90196,TO,1386,104.9
91159,AP,2477,149.8
91160,BA,7360,96.8
91161,BA,3828,100.8
91162,BA,7149,146.2
91163,CE,23261,104.1
91164,CE,6372,155.6
91165,GO,8320,169.5
91166,GO,10448,145.6
91167,GO,2836,133.4
91168,GO,10445,173.0
91169,GO,1034,397.5
91170,MA,2968,74.9
91171,MG,3262,165.6
91172,MT,10767,217.1
91173,MT,24750,237.1
91174,MT,3005,47.9
91175,PA,5032,159.5
91176,PA,22095,153.2
91177,PB,1016,89.7
91178,PB,1399,157.6
91179,PB,1815,35.2
91180,PB,8602,145.0
91181,PB,3238,95.7
91182,PE,79293,96.9
91183,PE,7049,24.8
91184,PE,7898,92.8
91185,PE,11116,63.3
91186,PE,15733,25.1
91187,PI,8124,96.5
91188,PI,16577,120.3
91189,PR,5684,232.9
91190,PR,3199,101.0
91191,RN,2870,72.6
91192,RN,61635,73.3
91193,RN,4113,96.1
91194,RN,9402,74.1
91195,RS,23454,107.7
91196,RS,63811,133.6
91197,RS,2593,169.0
91198,RS,3289,45.8
91199,RS,3324,147.0
91200,RS,15675,170.2
91201,RS,7558,182.6
91202,RS,1673,155.5
91203,SC,15820,266.5
91204,SC,9636,96.6
91205,SC,1189,103.6
91206,SE,13371,93.8
91207,SE,26568,100.3
91208,TO,5148,141.6
91209,TO,1961,172.9
91210,TO,5532,108.0
91211,TO,9482,120.3
114026,MG,1770,325.8
114052,MG,4830,39.7
114053,RS,935,131.9
114054,SP,5419,581.2
114083,PI,2680,63.3
114109,RJ,17994,80.9
114159,MG,2947,470.0
114160,RJ,18770,349.1
114161,SP,3447,262.5
114182,BA,20086,195.9
114183,MG,1200,198.0
114184,MG,2618,83.7
114218,AL,5517,158.0
114219,MG,9359,191.9
114220,PA,14350,114.7
114245,MG,4500,109.6
114277,SP,1797,308.7
114303,MG,3102,265.0
114304,MG,2259,369.9
114344,MG,2238,550.9
114345,MG,1200,185.9
114375,MG,4133,241.7
114407,MG,2621,576.7
114408,MG,7038,201.7
114409,MT,1755,197.6
114410,PA,6156,128.1
114411,PI,3364,244.3
114412,RS,1261,133.4
114447,AM,12708,332.3
114484,PA,6000,54.8
114514,MG,10344,266.7
114515,MG,3100,90.2
114516,PI,2342,87.7
114542,BA,23440,92.6
114543,MG,1461,367.6
114544,MG,2137,224.8
114613,MG,1001,146.5
114614,MG,5932,590.4
114615,PB,3968,0.0
114635,AM,10231,202.5
114636,MA,5400,120.0
114637,PB,2568,0.0
114638,SP,12311,296.5
114669,MG,11114,424.9
114670,MG,757,526.9
114696,MG,3909,114.1
114697,MG,4698,68.0
114698,MG,4042,406.8
114725,MA,2786,70.7
114726,MG,1936,211.3
114727,MG,2100,561.0
114729,RJ,29729,528.6
114823,PA,5449,118.9
114857,MG,4658,168.9
114883,BA,15355,513.6
114884,PB,2300,506.3
114909,SP,4254,551.8
114941,AM,6401,207.9
114942,MG,2350,202.6
114943,MG,3520,407.2
114944,RS,7350,165.1
114974,MG,4450,459.8
114975,MG,4483,164.4
114976,MG,1943,328.9
114977,MG,1779,166.3
114978,SP,2200,513.7
115004,MG,3090,213.0
115005,RS,1205,210.6
115039,MG,17204,238.9
115040,MG,3071,261.2
115041,MG,8109,507.8
115073,AP,4988,161.8
115074,GO,7607,68.0
115075,MG,7820,283.6
115076,PA,12000,148.4
115077,PB,2300,208.5
115113,MG,2688,197.8
115114,MG,2385,231.1
115142,AM,8000,30.8
115143,MG,4292,311.4
115144,MG,4392,133.2
115175,PE,2600,121.4
115202,BA,12137,329.4
115203,MG,1530,448.8
115274,PA,28642,115.9
115275,PI,2238,303.4
115301,MG,2052,466.0
115302,MG,2512,398.1
115303,MT,2754,184.0
115304,SP,7766,449.9
115331,MG,3100,265.1
115332,MG,2686,453.9
115333,MG,4387,224.8
115334,MG,1982,263.2
115335,MG,2100,300.1
115336,MG,1540,157.9
115337,PI,800,308.2
115375,MG,1000,224.8
115376,MG,10161,262.8
115402,MG,14900,282.1
115403,PA,27461,314.3
115404,RJ,6544,147.0
115437,PA,62356,295.5
115438,RS,1500,295.9
115439,SP,4015,517.5
115468,AL,6876,33.3
115469,BA,9700,73.1
115470,MG,2562,104.9
115499,MG,6456,240.8
115500,MG,12644,260.0
115501,RS,2569,64.0
115502,SP,9471,171.1
115552,RJ,14681,531.0
115632,AM,3705,200.5
115633,MA,10208,134.2
115634,MT,1611,105.0
115635,MT,2032,374.9
115636,PB,2300,506.3
115637,PB,1078,139.0
115703,AM,92000,53.8
115704,MT,860,33.4
115705,MT,3780,264.6
115706,PI,5000,426.2
115707,RS,2995,227.1
115708,RS,2575,240.1
115709,RS,2000,231.7
115774,MT,2403,565.9
115775,PA,7860,38.4
115776,PA,8707,280.0
115777,PI,3560,164.0
115778,RN,3218,255.4
115862,MA,5740,251.6
115863,PA,6293,122.5
115933,AM,1844,325.1
115934,MG,3100,72.0
115935,MG,3884,364.3
115936,PB,4430,0.0
115937,PR,4699,70.1
116011,AL,19420,116.7
116012,AM,6451,120.1
116013,MA,28589,70.9
116014,MA,8165,123.4
116015,PA,133705,248.6
116016,PA,2614,152.3
116083,AM,12106,109.6
116084,BA,4173,164.8
116085,MA,9516,123.8
116167,BA,4948,183.4
116168,MA,6200,182.9
116169,PA,18415,132.8
116170,PI,5445,160.7
116171,SC,2000,34.1
116258,MA,3253,336.9
116259,MG,3772,305.9
116260,PA,8366,126.3
116338,AM,35447,142.8
116339,MA,12600,179.1
116340,PA,11203,143.7
116341,PA,11748,186.8
116416,AM,12396,56.4
116417,MA,5349,263.6
116489,AM,9443,150.1
116490,MA,12342,144.3
116491,MT,950,504.7
116492,PR,909,259.6
116565,AM,5405,100.0
116566,MG,2781,98.5
116567,MT,3267,79.7
116568,MT,11856,369.6
116569,PA,27587,113.8
116570,PI,4899,131.4
116571,PI,6010,171.6
116610,MT,3168,141.8
116612,PB,2228,428.7
116688,AM,26544,492.2
116689,PA,19630,106.8
116690,PA,5280,142.5
116691,PI,6426,315.5
116760,AM,10431,91.9
116761,AM,23938,114.3
116762,PA,12104,96.8
116763,PI,4086,85.8
116764,PI,1687,85.7
116827,MA,3656,111.4
116828,PI,4832,87.8
116829,PI,2230,172.2
116897,PA,6783,99.2
116959,PA,6800,88.0
116961,PB,2800,150.7
116962,RS,2091,78.1
117029,AM,7570,155.6
117030,MA,9045,256.0
117031,MA,8755,148.5
117032,MA,0,0.0
117033,MT,5479,129.6
117034,PA,12335,158.5
117035,PA,17840,131.8
117036,PB,591,0.0
117037,PI,6070,130.6
117038,RO,2235,104.6
117039,RS,2243,451.4
117110,AM,18399,100.1
117111,MA,6891,118.1
117112,MA,2815,285.5
117113,MT,7088,169.8
117114,PA,5906,115.4
117115,PB,3018,90.8
117116,RS,2211,550.6
117186,PA,12461,110.0
117187,PA,1828,151.8
117253,AL,3798,30.1
117254,GO,1681,114.1
117255,MA,11411,78.5
117257,RS,2345,300.3
117315,GO,1384,147.8
117316,MA,4130,337.7
117317,MA,5640,48.6
117318,MT,1750,200.8
117319,PA,1851,166.5
117320,RN,6800,343.7
117380,AM,16112,126.8
117381,AM,1591,118.1
117382,AM,26106,149.5
117383,MG,2090,184.4
117384,MG,4639,160.5
117385,MG,1550,304.5
117386,PI,4375,552.9
117453,AM,549,269.6
117454,AM,4639,168.4
117455,MG,4716,98.8
117456,MT,3452,291.0
117457,PA,16000,90.5
117458,PA,25700,93.7
117459,PA,5953,129.0
117460,RS,2094,131.5
117529,AM,60154,139.6
117530,GO,3000,274.0
117531,MA,6940,479.0
117532,PA,1942,168.4
117533,RS,1630,78.1
117603,AP,6386,194.6
117604,MA,18100,529.8
117605,PA,6027,127.7
117607,PI,1915,94.0
117675,MA,3696,77.2
117677,PI,1113,183.4
117678,RR,568,109.5
117679,RS,2615,201.4
117764,AM,25804,429.1
117765,BA,9000,50.9
117766,MA,12000,126.7
117767,MA,31100,144.5
117768,MG,820,126.3
117769,PA,32610,152.9
117770,PA,7544,96.7
117771,PA,3488,95.6
117772,PB,1305,408.8
117773,PI,4000,75.3
117774,PI,5200,260.7
117775,PI,2443,336.4
117776,PI,868,150.0
117834,AM,11000,242.1
117835,PA,12202,427.3
117836,PB,8200,115.8
117837,PI,4043,64.2
117907,MA,22200,361.6
117908,MA,16008,117.2
117988,MT,5200,140.7
117989,PA,10822,188.1
118071,AM,4000,137.0
118072,MA,29302,219.7
118073,MA,9000,243.5
118074,MG,1474,91.6
118148,PA,14005,174.1
118149,PA,3921,70.6
118150,PA,68294,336.9
118151,PI,6938,380.3
118152,PI,4056,117.1
118153,SC,8900,70.4
118228,AM,13187,69.8
118229,BA,4558,120.3
118230,MA,0,30.2
